refactoring type,commit link,commit hash
Refactoring to enum extension,https://github.com/Alamofire/Alamofire/commit/7b419b76a48b7c6e6b676ccc5d66e64cb00c93c2#diff-a87eebb15116e328e2d3bf6482ff5fd20f09f4cb608328033a422dd61a3eadf1R11,7b419b76a48b7c6e6b676ccc5d66e64cb00c93c2
Refactoring to a class/struct extension,https://github.com/Alamofire/Alamofire/commit/563595b5197188a6770e2482ac3e6d665c5a1578#diff-67d5ec316f987a7520bc90322f41ba44b354686669ac3aaac8074a435eb02aeaR478,563595b5197188a6770e2482ac3e6d665c5a1578
Refactoring to a class/struct extension,https://github.com/Alamofire/Alamofire/commit/3e488dcd5caf8d76f3da79c7b6d7f4d784ca3296#diff-b20f1769ebb99505f452f07d2eb43d5ec3f3e2e9987568412e4904d4cb313890R27,563595b5197188a6770e2482ac3e6d665c5a1578
Refactoring to make parameter name optional in calling,https://github.com/Alamofire/Alamofire/commit/3e488dcd5caf8d76f3da79c7b6d7f4d784ca3296#diff-e7e39ad9a81ea6910daa07b18b03d94f0cfac8fb6e5d758f70f755e252a7a743R37,3e488dcd5caf8d76f3da79c7b6d7f4d784ca3296
Refactoring to make parameter name optional in calling,https://github.com/Alamofire/Alamofire/commit/3e488dcd5caf8d76f3da79c7b6d7f4d784ca3296#diff-e7e39ad9a81ea6910daa07b18b03d94f0cfac8fb6e5d758f70f755e252a7a743R63,3e488dcd5caf8d76f3da79c7b6d7f4d784ca3296
Refactoring to make parameter name optional in calling,https://github.com/Alamofire/Alamofire/commit/3e488dcd5caf8d76f3da79c7b6d7f4d784ca3296#diff-e7e39ad9a81ea6910daa07b18b03d94f0cfac8fb6e5d758f70f755e252a7a743R79,3e488dcd5caf8d76f3da79c7b6d7f4d784ca3296
Refactoring to a protocol extension,https://github.com/Alamofire/Alamofire/commit/f3e26fb6182a08cfb6057033b6ab4922b7427abb#diff-edff655be9f26fa1a6eafb00e40c1e4d99479770e1d5eaeaf0b84a4b77cde821R96,f3e26fb6182a08cfb6057033b6ab4922b7427abb
Refactoring to protocol,https://github.com/Alamofire/Alamofire/commit/3e488dcd5caf8d76f3da79c7b6d7f4d784ca3296#diff-edff655be9f26fa1a6eafb00e40c1e4d99479770e1d5eaeaf0b84a4b77cde821R28,3e488dcd5caf8d76f3da79c7b6d7f4d784ca3296
Refactoring to protocol,https://github.com/Alamofire/Alamofire/commit/52eb559f61871a6a3265c996a8090fe962bc9a9f#diff-99242f61c38ed6aded2c04af099588f6d093b8f6a83193b25c912d9376b96d76R27,52eb559f61871a6a3265c996a8090fe962bc9a9f
Refactoring to protocol,https://github.com/Alamofire/Alamofire/commit/3e488dcd5caf8d76f3da79c7b6d7f4d784ca3296#diff-2088d5c453f9b927a68faf057a78e835562c05c7b65988e9eed835fd19d51b82R29,3e488dcd5caf8d76f3da79c7b6d7f4d784ca3296
Refactoring to protocol,https://github.com/Alamofire/Alamofire/commit/563595b5197188a6770e2482ac3e6d665c5a1578#diff-9255a3ef6959ffcad76c65cf83e24cfd286c82a4941be9b4e2c1eb3e6f5277e5R159,563595b5197188a6770e2482ac3e6d665c5a1578
Refactoring to protocol,https://github.com/Alamofire/Alamofire/commit/01c40928541680efe6d86ea7d4b9ba9b5f4812ae#diff-1c2b26f3929a3f7f0b78511dac7f0729227cfc341967bad018e7b2ab1f424547R76,01c40928541680efe6d86ea7d4b9ba9b5f4812ae
Rename protocol refactoring,https://github.com/Alamofire/Alamofire/blob/114113420c3dac54c3c0b2d235c3d892ef37c166/Documentation/Alamofire%204.0%20Migration%20Guide.md?plain=1#L283,114113420c3dac54c3c0b2d235c3d892ef37c166
Refactoring to enum cases with parameters,https://github.com/Alamofire/Alamofire/commit/563595b5197188a6770e2482ac3e6d665c5a1578#diff-9255a3ef6959ffcad76c65cf83e24cfd286c82a4941be9b4e2c1eb3e6f5277e5R30,563595b5197188a6770e2482ac3e6d665c5a1578
Refactoring to enum cases with parameters,https://github.com/Alamofire/Alamofire/commit/eb0923ec6e4459347556041458171b3d7757f5f9#diff-de9671ec265fc13fdac9183cd8a8a6a26e98d4bb6f1b80f5d34611c3aee3c704L47,eb0923ec6e4459347556041458171b3d7757f5f9
Refactoring to enum cases with parameters,https://github.com/Alamofire/Alamofire/commit/7c743e58ec6d9cae6428e80c8d46a180bdbe35f2#diff-758138dc8b437c142470cc679d9b67feeae40a7b5e2c7b66d0a6d263b8096109R85,7c743e58ec6d9cae6428e80c8d46a180bdbe35f2
